62, -108, -42, 130, 40, -93, 88, -136, 80, -25, 75, 45, -172, -4
0, -139, -5, 12, 0, -60, -138, 75, 0, -176, 30, -56, 30, -81
NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.4, 0.0, 1.2, 0.5, 0.9, 0.05, NaN
1.4, 0.0, 0.9, 0.5, 0.9, 0.05, NaN
1.4, 0.0, 0.6, 0.5, 0.9, 0.05, NaN
1.4, 0.0, 0.3, 0.5, 0.9, 0.05, NaN
1.4, 0.0, 0.0, 0.5, 0.9, 0.05, NaN
1.4, 0.45, 0.6, 0.5, 0.05, 1.25, NaN
1.4, -0.45, 0.6, 0.5, 0.05, 1.25, NaN
-1.4, 0.0, 1.2, 0.5, 0.9, 0.05, NaN
-1.4, 0.0, 0.9, 0.5, 0.9, 0.05, NaN
-1.4, 0.0, 0.6, 0.5, 0.9, 0.05, NaN
-1.4, 0.0, 0.3, 0.5, 0.9, 0.05, NaN
-1.4, 0.0, 0.0, 0.5, 0.9, 0.05, NaN
-1.4, 0.45, 0.6, 0.5, 0.05, 1.25, NaN
-1.4, -0.45, 0.6, 0.5, 0.05, 1.25, NaN
0.0, 0.0, 0.5, 0.9, 0.9, 0.05, NaN
0.0, 0.0, 0.25, 0.08, 0.08, 0.5, NaN
