-0.4853981,0.74719,0,0.7854,0,0.6,0
0.3853981,0.74719,0,0.7854,0,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5,0,0.33,0.2,0.2,0.2,NaN
0.5,0.2,0.33,0.2,0.2,0.2,NaN
0.5,0.4,0.33,0.2,0.2,0.2,NaN
0.5,0.5,0.33,0.2,0.2,0.2,NaN
0.5,0,0.93,0.2,0.2,0.2,NaN
0.5,0.2,0.93,0.2,0.2,0.2,NaN
0.5,0.4,0.93,0.2,0.2,0.2,NaN
0.5,0.5,0.93,0.2,0.2,0.2,NaN
0.5,0,0.53,0.2,0.2,0.2,NaN
0.5,0.5,0.53,0.2,0.2,0.2,NaN
0.5,0,0.73,0.2,0.2,0.2,NaN
0.5,0.5,0.73,0.2,0.2,0.2,NaN
0.5,-0.2,0.33,0.2,0.2,0.2,NaN
0.5,-0.4,0.33,0.2,0.2,0.2,NaN
0.5,-0.5,0.33,0.2,0.2,0.2,NaN
0.5,-0.2,0.93,0.2,0.2,0.2,NaN
0.5,-0.4,0.93,0.2,0.2,0.2,NaN
0.5,-0.5,0.93,0.2,0.2,0.2,NaN
0.5,-0.5,0.53,0.2,0.2,0.2,NaN
0.5,-0.5,0.73,0.2,0.2,0.2,NaN
